russian,zilo,gender,abs.pl,obl.sg,obl.pl,loc,GA,pst,imp,pos,transducer_entry,transducer_lexicon_group
шевелиться,бергъери,,,,,,"йергъери, вергъерил",вергъа,вергъаб,V,,Verb_ӏntransitive_class_prefix
печь (глагол),бежери,,,,,,,бежа,бежо,V,,Verb_Transitive
жарить,бежери,,,,,,"бежо, режо",бежа,бежо,V,,Verb_Transitive_class_prefix
встретиться,бади вуъери,,,,,,,бади вуъоб,бади вуъоб,V,,
закончиться,булӏери,,,,,,рулӏери,рулӏи,,V,,Verb_ӏntransitive_class_prefix
закончить,булӏери,,,,,,рулӏери,рулӏи,,V,,Verb_ӏntransitive_class_prefix
кашлять,ухӏудери,,,,,,,ухӏуди,ухӏудиб,V,,Verb_ӏntransitive
кипеть,оххинну,,,,,,,оххонни,оххом,V,,Verb_ӏntransitive
скрипеть,къиркъидери,,,,,,,къиркъиди,къиркъидиб,V,,Verb_ӏntransitive
плавать,коллери,,,,,,,колли,коллиб,V,,Verb_ӏntransitive
вздрагивать,ирери,,,,,,,ири,ириб,V,,Verb_ӏntransitive
гнить,турери,,,,,,,тури,туриб,V,,Verb_ӏntransitive
знать,цӏиннери,,,,,,,цӏинни,цӏинниб,V,,Verb_ӏntransitive
кукарекать,уᵸъуᵸдери,,,,,,,уᵸъуᵸди,уᵸъуᵸдиб,V,,Verb_ӏntransitive
мычать,гьуммедери,,,,,,,гьуммеди,гьуммедиб,V,,Verb_ӏntransitive
скользить,гъурери,,,,,,,гъури,гъуриб,V,,Verb_ӏntransitive
ржать,хӏихӏишери,,,,,,,хӏихӏиши,хӏихӏишоб,V,,Verb_ӏntransitive
слышать,анлъери,,,,,,,анлъи,анлъиб,V,,Verb_ӏntransitive
бегать,гьеллери,,,,,,,гьелли,гьеллиб,V,,Verb_ӏntransitive
жадничать,къиннери,,,,,,,къинни,къинниб,V,,Verb_ӏntransitive
краснеть,гьиᵸрилъери,,,,,,,гьиᵸрилъи,гьиᵸрилъиб,V,,Verb_ӏntransitive
лениться,кӏвахӏаллъери,,,,,,,кӏвахӏаллъи,кӏвахӏаллъиб,V,,Verb_ӏntransitive
моросить,лӏоммери,,,,,,,лӏомми,,V,,Verb_ӏntransitive
молодеть,олохъанлъери,,,,,,,олохъанлъи,олохъанлъиб,V,,Verb_ӏntransitive
стонать,зигардери,,,,,,,зигарди,зигардиб,V,,Verb_ӏntransitive
блеять,гъаргъадери,,,,,,,гъаргъади,гъаргъадиб,V,,Verb_ӏntransitive
блеять,багӏадери,,,,,,,багӏади,багӏадиб,V,,Verb_ӏntransitive
бояться,сирери,,,,,,,сири,сириб,V,,Verb_ӏntransitive
останавливаться,вугъери,,,,,,,вугъи,вугъиб,V,,Verb_ӏntransitive
просыпаться,бичӏчӏери,,,,,,"йичӏчӏиде, бичӏчӏиде, вачӏчӏилде, йачӏчӏилде, бачӏчӏилде",вучӏчӏи,вучӏчӏиб,V,,Verb_ӏntransitive
рваться,таннери,,,,,,,танни,танниб,V,,Verb_ӏntransitive
улыбаться,ккиммери,,,,,,,ккимми,ккиммиб,V,,Verb_ӏntransitive
жужжать,зуннери,,,,,,,зунни,зунниб,V,,Verb_ӏntransitive
капать,кӏурдери,,,,,,,кӏурди,кӏурдиб,V,,Verb_ӏntransitive
идти (об осадках),релӏери,,,,,,,релӏи,релӏиб,V,,Verb_ӏntransitive
прыгать,лъибери,,,,,,,лъиби,лъибиб,V,,Verb_ӏntransitive
слушать,анччери,,,,,,,анччи,анччиб,V,,Verb_ӏntransitive
чихать,эбчунну,,,,,,,эбчунни,эбчум,V,,Verb_ӏntransitive
шипеть,хьавдери,,,,,,,хьавди,хьавдиб,V,,Verb_ӏntransitive
беднеть,бискинлъери,,,,,,,бискинлъи,бискинлъиб,V,,Verb_ӏntransitive
ворчать,гъулгъудери,,,,,,,гъулгъуди,гъулгъудиб,V,,Verb_ӏntransitive
вращаться,ссорери,,,,,,,ссори,ссориб,V,,Verb_ӏntransitive
глупеть,абдаллъери,,,,,,,абдаллъи,абдаллъиб,V,,Verb_ӏntransitive
готовиться,хӏадурлъери,,,,,,,хӏадурлъи,хӏадурлъиб,V,,Verb_ӏntransitive
дорожать,хиралъери,,,,,,,хиралъи,,V,,Verb_ӏntransitive
дремать,чӏабери,,,,,,,чӏаби,чӏабиб,V,,Verb_ӏntransitive
желтеть,чаккулъери,,,,,,,чаккулъи,чаккулъиб,V,,Verb_ӏntransitive
зеленеть,хвечилъери,,,,,,,хвечилъи,хвечилъиб,V,,Verb_ӏntransitive
кудахтать,къудери,,,,,,,къуди,къудиб,V,,Verb_ӏntransitive
мириться,рокъери,,,,,,,рокъи,рокъиб,V,,Verb_ӏntransitive
ревновать,щакери,,,,,,,щаки,щаком,V,,Verb_ӏntransitive
седеть,гьацӏалъери,,,,,,,гьацӏалъи,гьацӏалъиб,V,,Verb_ӏntransitive
светать,кванлъери,,,,,,,кванлъи,кванлъиб,V,,Verb_ӏntransitive
слепнуть,ботӏилъери,,,,,,,ботӏилъи,ботӏилъиб,V,,Verb_ӏntransitive
смысл,анччери,,,,,,,анччи,анччиб,V,,Verb_ӏntransitive
соглашаться,разилъери,,,,,,,разилъи,разилъери вуккуйа,V,,Verb_ӏntransitive
спешить,ххеххери,,,,,,,ххеххи,ххеххилъиб,V,,Verb_ӏntransitive
тяжелеть,гьокӏорулъери,,,,,,,гьокӏорулъи,гьокӏорулъиб,V,,Verb_ӏntransitive
урчать,къулкъудери,,,,,,,къулкъуди,къулкъудиб,V,,Verb_ӏntransitive
урчать,къуркъудери,,,,,,,къуркъуди,къуркъудиб,V,,Verb_ӏntransitive
бежать,гьеллери,,,,,,,гьелли,гьеллиб,V,,Verb_ӏntransitive
выть,гьомдери,,,,,,,гьомди,гьомдиб,V,,Verb_ӏntransitive
гнуться,тӏебери,,,,,,,тӏеби,тӏебиб,V,,Verb_ӏntransitive
рычать,гъулгъудери,,,,,,,гъулгъуди,гъулгъудиб,V,,Verb_ӏntransitive
рычать,кӏкӏуннери,,,,,,,кӏкӏунни,кӏкӏунниб,V,,Verb_ӏntransitive
белеть,гьацӏалъери,,,,,,,гьацӏалъи,гьацӏалъиб,V,,Verb_ӏntransitive
глохнуть,гоъилъери,,,,,,,гоъилъи,гоъилъиб,V,,Verb_ӏntransitive
задерживать,вугъери,,,,,,,вугъи,вугъиб,V,,Verb_ӏntransitive
катиться,гиригирери,,,,,,,гиригири,гиригириб,V,,Verb_ӏntransitive
летать,бурери,,,,,,,бури,буриб,V,,Verb_ӏntransitive
"ныть, скулить",зигардери,,,,,,,зигарди,зигардиб,V,,Verb_ӏntransitive
скулить,кӏкӏуннери,,,,,,,кӏкӏунни,кӏкӏунниб,V,,Verb_ӏntransitive
привыкать,ругьунлъери,,,,,,,ругьунлъи,ругьунлъиб,V,,Verb_ӏntransitive
развеваться,парпадери,,,,,,,парпади,парпадиб,V,,Verb_ӏntransitive
слабеть,лъуналъери,,,,,,,лъуналъи,лъуналъиб,V,,Verb_ӏntransitive
молиться,ккубайдери,,,,,,,ккубайди,ккубайдиб,V,,Verb_ӏntransitive
колоть,къиннери,,,,,,,къинни,къинниб,V,,Verb_ӏntransitive
колоть,хубери,,,,,,,хуби,хубиб,V,,Verb_ӏntransitive
отдыхать,шаннери,,,,,,,шанни,шанниб,V,,Verb_ӏntransitive
поскользнуться,чӏчӏарери,,,,,,,чӏчӏари,чӏчӏариб,V,,Verb_ӏntransitive
подниматься,гьебцӏери,,,,,,"гьейцӏери, гьебцӏери",гьевцӏи,гьевцӏиб,V,,Verb_ӏntransitive_class_internal(2)
смеяться,белълъери,,,,,,велълъери,велълъи,велълъиб,V,,Verb_ӏntransitive_class_prefix
плакать,бекӏуъери,,,,,,"векӏуъи, йекӏуъи, бекӏуъи, йекӏуъол, векӏуъол",векӏуъи,векӏуъиб,V,,Verb_ӏntransitive_class_prefix
ходить,белӏери,,,,,,"велӏи, йелӏи, белӏи",велӏи,велӏиб,V,,Verb_ӏntransitive_class_prefix
чернеть,бечӏедирлъери,,,,,,"вечӏедирлъи, йечӏедирлъи, бечӏедирлъи, бечӏедироллъи, вечӏедироллъи, йечӏедироллъи",вечӏедирлъи,вечӏедирлъиб,V,,Verb_ӏntransitive_class_prefix
вянуть,бечӏанну,,,,,,речӏанну,бечӏанни,бечӏам,V,,Verb_ӏntransitive_class_prefix
пьянеть,бегулъери,,,,,,вегулъери,вегулъи,вегулъиб,V,,Verb_ӏntransitive_class_prefix
стареть,бохорлъери,,,,,,"йохорлъи, вохорлъи",вохорлъи,вохорлъиб,V,,Verb_ӏntransitive_class_prefix
встать,бичӏчӏери,,,,,,"йичӏчӏиде, бичӏчӏиде, вачӏчӏилде, йачӏчӏилде, бачӏчӏилде",вучӏчӏи,вучӏчӏиб,V,,Verb_ӏntransitive_class_prefix_i_a
разводиться,биххери,,,,,,"вуххий, йиххий",вуххи,воххиб,V,,Verb_ӏntransitive_class_prefix_i_o
портить,бичӏоллу,,,,,,ричӏоллу,бичӏолъи,бичӏолло,V,,Verb_ӏntransitive_class_prefix_i_o
бадаться,гъуммери,,,,,,,гъумми,гъуммо,V,,Verb_Transitive
искать,кустери,,,,,,,кусти,кусто,V,,Verb_Transitive
косить,хханнери,,,,,,,хханни,хханно,V,,Verb_Transitive
кроить,букъери,,,,,,,букъи,букъо,V,,Verb_Transitive
лизать,ламмери,,,,,,,ламми,ламмо,V,,Verb_Transitive
писать,хъварери,,,,,,,хъвари,хъваро,V,,Verb_Transitive
стрелять,кьвагьуноллу,,,,,,,кьвагьунолъи,кьвагьунолло,V,,Verb_Transitive
ткать,бещери,,,,,,,бещи,бещо,V,,Verb_Transitive
тянуть,кьаннери,,,,,,,кьанни,кьанно,V,,Verb_Transitive
читать,баъери,,,,,,,баъи,баъо,V,,Verb_Transitive
чесать,хъеллери,,,,,,,хъелли,хъелло,V,,Verb_Transitive
дуть,пудери,,,,,,,пуди,пудо,V,,Verb_Transitive
сосать,цӏцӏуннери,,,,,,,цӏцӏунни,цӏцӏунно,V,,Verb_Transitive
делать,джидери,,,,,,,джеди,джидо,V,,Verb_Transitive
жевать,чӏаммери,,,,,,,чӏамми,чӏаммо,V,,Verb_Transitive
копать,хварери,,,,,,,хвари,хваро,V,,Verb_Transitive
месить,кӏвкӏварери,,,,,,,кӏвкӏвари,кӏвкӏваро,V,,Verb_Transitive
молоть,ихохъери,,,,,,,ихохъи,ихохъо,V,,Verb_Transitive
пахать,бекьери,,,,,,,бекьи,бекьо,V,,Verb_Transitive
стричь,къирери,,,,,,,къири,къиро,V,,Verb_Transitive
царапать,рихъери,,,,,,,рихъи,рихъо,V,,Verb_Transitive
царапать,хъеллери,,,,,,,хъелли,хъелло,V,,Verb_Transitive
бросать,шаммери,,,,,,,шамми,шаммо,V,,Verb_Transitive
мять,къиннери,,,,,,,къинни,къинно,V,,Verb_Transitive
ранить,къиройдери,,,,,,,къиройди,къиройдо,V,,Verb_Transitive
сморкаться,лъуннери,,,,,,,лъунни,лъунно,V,,Verb_Transitive
щипать,цӏцӏиммери,,,,,,,цӏцӏимми,цӏцӏиммо,V,,Verb_Transitive
вешать,гелоллу,,,,,,,гелолъи,гелолло,V,,Verb_Transitive
гнуть,чӏаболлу,,,,,,,чӏаболъи,чӏаболло,V,,Verb_Transitive
говорить,рулӏери,,,,,,,рулӏи,рулӏо,V,,Verb_Transitive
кипятить,охонну,,,,,,,охонлъи,охонно,V,,Verb_Transitive
петь,къорери,,,,,,,къори,къоро,V,,Verb_Transitive
позвать,къорери,,,,,,,къори,къоро,V,,Verb_Transitive
позвонить,къорери,,,,,,,къори,къоро,V,,Verb_Transitive
лить,тӏиннери,,,,,,,тӏинни,тӏинно,V,,Verb_Transitive
мочь,бажаруноллу,,,,,,,бажарунолъи,бажарунолло,V,,Verb_Transitive
просить,ходери,,,,,,,ходи,ходо,V,,Verb_Transitive
рвать,танноллу,,,,,,,таннолъи,таннолло,V,,Verb_Transitive
сыпать,чаболлу,,,,,,,чаболъи,чаболло,V,,Verb_Transitive
храпеть,хоммери,,,,,,,хомми,хоммо,V,,Verb_Transitive
чистить,бецӏцӏомийдери,,,,,,,бецӏцӏомийди,бецӏцӏомийдо,V,,Verb_Transitive
брить,ханнери,,,,,,,ханни,ханно,V,,Verb_Transitive
давать,иччери,,,,,,,иччи,иччо,V,,Verb_Transitive
есть,кӏаммери,,,,,,,кӏамми,кӏаммо,V,,Verb_Transitive
нюхать,шаншуннери,,,,,,,шаншунни,шаншунно,V,,Verb_Transitive
плевать,тудери,,,,,,,туди,тудо,V,,Verb_Transitive
свистеть,щоммери,,,,,,,щомми,щоммо,V,,Verb_Transitive
убивать,джабери,,,,,,,джаби,джабо,V,,Verb_Transitive
убивать,чӏчӏабери,,,,,,,чӏчӏаби,чӏчӏабо,V,,Verb_Transitive
шипеть,щоммери,,,,,,,щомми,щоммо,V,,Verb_Transitive
белить,гьацӏайдери,,,,,,,гьацӏайди,гьацӏайдо,V,,Verb_Transitive
грабить,бекъашери,,,,,,,бекъаши,бекъашо,V,,Verb_Transitive
делить,чӏерлӏери,,,,,,,чӏерлӏи,чӏерлӏо,V,,Verb_Transitive
защищать,цӏеннери,,,,,,,цӏенни,цӏенно,V,,Verb_Transitive
курить,кьаннери,,,,,,,кьанни,кьанно,V,,Verb_Transitive
переворачивать,ссороллу,,,,,,,ссоролъи,ссоролло,V,,Verb_Transitive
полоть,хварери,,,,,,,хвари,хваро,V,,Verb_Transitive
складывать,сукӏунну,,,,,,,сукӏонни,сукӏуон,V,,Verb_Transitive
скоблить,хъеллери,,,,,,,хъелли,хъелло,V,,Verb_Transitive
унижать,гьакъийдери,,,,,,,гьакъийди,гьакъийдо,V,,Verb_Transitive
учить,цӏиннолъери,,,,,,,цӏиннолъи,цӏиннолло,V,,Verb_Transitive
щекотать,куликонну,,,,,,,куликонлъи,куликонно,V,,Verb_Transitive
звать,къорери,,,,,,,къори,къоро,V,,Verb_Transitive
лечить,сагъийдери,,,,,,,сагъийди,сагъийдо,V,,Verb_Transitive
поднимать,гьебцӏоллу,,,,,,,гьебцӏоллъи,гьебцӏолло,V,,Verb_Transitive
пить,цӏцӏадери,,,,,,,цӏцӏади,цӏцӏадо,V,,Verb_Transitive
рубить,ароллу,,,,,,,аролъи,аролло,V,,Verb_Transitive
тесать,каннери,,,,,,,канни,канно,V,,Verb_Transitive
трясти,лъурери,,,,,,,лъури,лъуро,V,,Verb_Transitive
кусать,къаммери,,,,,,,къамми,къаммо,V,,Verb_Transitive
просеивать,кудери,,,,,,,куди,кудо,V,,Verb_Transitive
прятать,бекъашолери,,,,,,,бекъашулъи,бекъашулло,V,,Verb_Transitive
свежевать,рихъери,,,,,,,рихъи,рихъо,V,,Verb_Transitive
смешивать,абжоллу,,,,,,,абжолъи,абжолло,V,,Verb_Transitive
ударять,джабери,,,,,,,джаби,джабо,V,,Verb_Transitive
бодаться,гъуммери,,,,,,,гъумми,гъуммо,V,,Verb_Transitive
взвешивать,кьаннери,,,,,,,кьанни,кьанно,V,,Verb_Transitive
выжимать,цӏцӏурери,,,,,,,цӏцӏури,цӏцӏуро,V,,Verb_Transitive
гладить,лъарери,,,,,,,лъари,лъаро,V,,Verb_Transitive
дарить,иччери,,,,,,,иччи,иччо,V,,Verb_Transitive
макать,оболлу,,,,,,,оболъи,оболло,V,,Verb_Transitive
мирить,рокъоллу,,,,,,,рокъолъи,рокъолло,V,,Verb_Transitive
мстить,бучӏчӏоллу,,,,,,,бучӏчӏолъи,бучӏчӏолло,V,,Verb_Transitive
пачкать,хъубийдери,,,,,,,хъубийди,хъубийдо,V,,Verb_Transitive
пачкать,чурукийдери,,,,,,,чурукийди,чурукийдо,V,,Verb_Transitive
дробить,хъиннери,,,,,,,хъинни,хъинно,V,,Verb_Transitive
разбрасывать,шарери,,,,,,,шари,шаро,V,,Verb_Transitive
разгружать,бечӏуйдери,,,,,,,бечӏуйди,бечӏуйдо,V,,Verb_Transitive
прореживать,мичӏчӏирийдери,,,,,,,мичӏчӏирийди,мичӏчӏирийдо,V,,Verb_Transitive
прореживать,мичӏчӏируйдери,,,,,,,мичӏчӏируйди,мичӏчӏируйдо,V,,Verb_Transitive
сплющиваться,чӏчӏуроллу,,,,,,,чӏчӏуролъи,чӏчӏуролло,V,,Verb_Transitive
строгать,каннери,,,,,,,канни,канно,V,,Verb_Transitive
целовать,оббадери,,,,,,,оббади,оббадо,V,,Verb_Transitive
целовать,цӏцӏоммери,,,,,,,цӏцӏомми,цӏцӏоммо,V,,Verb_Transitive
гадать,палбукъери,,,,,,,палбукъи,палбукъо,V,,Verb_Transitive
качать,бергъоллу,,,,,,"вергъолъи, йергъолъи, бергъолъи, йергъолъирил",вергъолъи,йергъолло,V,,Verb_Transitive_class_prefix
продавать,бахоллу,,,,,,"бахолъий, рахолъий",бахолъи,бахолло,V,,Verb_Transitive_class_prefix
сеять,бекьери,,,,,,"бекьи, рекьи",бекьи,бекьо,V,,Verb_Transitive_class_prefix
хвалить,беццихъери,,,,,,"веццихъи, йеццихъи, беццихъи, йеццихъол",веццихъи,веццихъо,V,,Verb_Transitive_class_prefix
доить,берчӏери,,,,,,"йерчӏери , берчӏери",берчӏи,берчӏо,V,,Verb_Transitive_class_prefix
плавить,буцӏоллу,,,,,,руцӏоллу,буцӏолъи,буцӏолло,V,,Verb_Transitive_class_prefix
таять,буцӏоллу,,,,,,руцӏоллу,буцӏолъи,буцӏолло,V,,Verb_Transitive_class_prefix
шевелить,бергъоллу,,,,,,рергъоллу,бергъолъи,бергъолло,V,,Verb_Transitive_class_prefix
воровать,бехъащери,,,,,,рехъащери,бехъащи,бехъащо,V,,Verb_Transitive_class_prefix
меняться,бершоллу,,,,,,рершоллу,рершолъи,рершолло,V,,Verb_Transitive_class_prefix
соединять,бацӏери,,,,,,рацӏери,бацӏи,бацӏо,V,,Verb_Transitive_class_prefix
кормить,биконну,,,,,,"биконлъи, вуконлъи, йиконлъи, воконлъи, йоконлъи",биконлъи,биконно,V,,Verb_Transitive_class_prefix_i_o
держать,биччери,,,,,,"биччи, риччи",биччи,биччо,V,,Verb_Transitive_class_prefix_i_o
класть,бикӏоллу,,,,,,"бикӏолъи, рикӏолъи, вукӏолъи, йикӏолъи, бокӏолъи, рокӏолъи, вокӏолъи, йокӏолъи",бикӏолъи,бикӏолло,V,,Verb_Transitive_class_prefix_i_o
ловить,биччери,,,,,,"биччери, йиччери",биччи,биччо,V,,Verb_Transitive_class_prefix_i_o
брать,бихери,,,,,,"рихи, бихи, бохи",бихи,бихо,V,,Verb_Transitive_class_prefix_i_o
покупать,бихери,,,,,,"рихи, бихи, бохи",бихи,бихо,V,,Verb_Transitive_class_prefix_i_o
хватать,биччери,,,,,,"биччи, риччи",биччи,биччо,V,,Verb_Transitive_class_prefix_i_o
зажигать,биколлу,,,,,,"риколлу, роколлу",биколъи,биколло,V,,Verb_Transitive_class_prefix_i_o
резать,букъери,,,,,,"рукъи, бакъи, ракъи, вукъи, вакъи, йикъери",букъи,рукъо,V,,Verb_Transitive_class_prefix_u_a
сбивать,букӏоллу,,,,,,"рукӏолло, вукӏолло, йикӏолло",букӏолъи,букӏолло,V,,Verb_Transitive_class_prefix_u_a
отнимать,бухери,,,,,,"рухери, вухери, йихери, вохери, йохери, бохери",бухи,,V,,Verb_Transitive_class_prefix_u_a
жаловаться,арзи джидери,,,,,,,арзи джеди,арзи джеди,V,,
ронять,буколлу,,,,,,"йиколлу, вуколлу, йикӏоллу, вукӏоллу",буколъи,буколло,V,,
визжать,зумзудир,,,,,,,зумзудир вугъи,зумзудир вачӏоб,,,
насмехаться,рокӏо булӏери,,,,,,,рокӏо булӏий,,V,,
лаять,хӏапунну,,,,,,,хӏапун,хӏапум,V,,Verb_ӏntransitive
скрипеть,зиркъунну,,,,,,,зиркъун,зиркъум,V,,Verb_ӏntransitive
надоедать,чӏаланну,,,,,,,чӏалан,чӏалам,V,,Verb_ӏntransitive
ползать,хъуршунну,,,,,,,хъуршун,хъуршум,V,,Verb_ӏntransitive
подозревать,щаккунну,,,,,,,щаккун,щаккум,V,,Verb_ӏntransitive
звенеть,звархунну,,,,,,,звархун,звархум,V,,Verb_ӏntransitive
бороться,гугарунну,,,,,,,гугарун,гугарум,V,,Verb_ӏntransitive
двигаться,хьвадунну,,,,,,,хьвадун,хьвадум,V,,Verb_ӏntransitive
засыпать,кьихинну,,,,,,,кьихон,кьихом,V,,Verb_ӏntransitive
лопаться,кьвагьунну,,,,,,,кьвагьун,кьвагьум,V,,Verb_ӏntransitive
мигать,къабшунну,,,,,,,къабшун,къабшум,V,,Verb_ӏntransitive
моргать,къабшунну,,,,,,,къабщун,къабшум,V,,Verb_ӏntransitive
пузыриться,пулхуннери,,,,,,,пулхун,пулхум,V,,Verb_ӏntransitive
спешить,эдеъунну,,,,,,,эдеъун,эдеъум,V,,Verb_ӏntransitive
спорить,даъбадунну,,,,,,,даъбадун,даъбадум,V,,Verb_ӏntransitive
трескаться,кьватӏунну,,,,,,,кьватӏун,кьватӏум,V,,Verb_ӏntransitive
думать,ургъунну,,,,,,,ургъун,ургъум,V,,Verb_ӏntransitive
смотреть,гьалчӏинну,,,,,,,гьалчӏон,гьалчӏом,V,,Verb_ӏntransitive
работать,хӏалтӏунну,,,,,,,хӏалтӏун,хӏалтӏум,V,,Verb_ӏntransitive
ветшать,чӏунтунну,,,,,,,чӏунтун,чӏунтум,V,,Verb_ӏntransitive
вспыхивать,гвангъунну,,,,,,,гвангъун,гвангъум,V,,Verb_ӏntransitive
нагло смотреть,хъитӏунну,,,,,,,хъитӏун,хъитӏум,V,,Verb_ӏntransitive
гордиться,чӏугьунну,,,,,,,чӏугьун,чӏугьум,V,,Verb_ӏntransitive
дергать,туркӏунну,,,,,,,туркӏун,туркӏом,V,,Verb_ӏntransitive
крепнуть,къвакӏунну,,,,,,,къвакӏун,къвакӏум,V,,Verb_ӏntransitive
понадобиться,гьаджатунну,,,,,,,гьаджатун,,V,,Verb_ӏntransitive
радоваться,бергьинну,,,,,,"вергьан, йергьан, йергьамол",вергьан,вергьам,V,,Verb_ӏntransitive_class_prefix
говорить,беддонну,,,,,,"веддон, йеддон, веддонил",веддон,веддом,V,,Verb_ӏntransitive_class_prefix
сплющиваться,бекӏерхъанну,,,,,,"бекӏерхъанний, рекӏерхъанний, векӏерхъанний, йекӏерхъанний",бекӏерхъан,бекӏерхъанниб,V,,Verb_ӏntransitive_class_prefix
расти,бижунну,,,,,,"рожун, бижун, божун",бижун,бижум,V,,Verb_ӏntransitive_class_prefix_i_o
ссориться,бихонну,,,,,,"вохонну, йохонну, вухонну, йихонну",вохон,вохом,V,,Verb_ӏntransitive_class_prefix_i_o
созревать,биъунну,,,,,,вуъинну,биъун,вуъум,V,,Verb_ӏntransitive_class_prefix_i_o
есть,биконну,,,,,,"йикон, йокон, вукон, вокон, бикон",вукон,вуком,V,,Verb_ӏntransitive_class_prefix_i_o
ломаться,бихъинну,,,,,,вухъинну,бихъин,бихъим,V,,Verb_ӏntransitive_class_prefix_i_o
понимать,бичӏчӏунну,,,,,,ричӏчӏунну,бичӏчӏун,бичӏчӏум,V,,Verb_ӏntransitive_class_prefix_i_o
кушать,биконну,,,,,,"йикон, йокон, вукон, вокон, бикон",вукон,вуком,V,,Verb_ӏntransitive_class_prefix_i_o
убегать,бучӏчӏунну,,,,,,"вучӏчӏун, йичӏчӏун, бучӏчӏун, вачӏчӏун, йачӏчӏун",вучӏчӏун,вучӏчӏум,V,,Verb_ӏntransitive_class_prefix_u_a
идти,буъинну,,,,,,"вуъон, йиъом, йоъомул, воъомул, буъом",вуъон,вуъом,V,,Verb_ӏntransitive_class_prefix_u_a
глотать,бикӏкӏунну,,,,,,,бикӏкӏун,бикӏкӏон,V,,Verb_Transitive
пилить,хъухъанну,,,,,,,хъухъан,хъухъон,V,,Verb_Transitive
спать,кьихинну,,,,,,,кьихон,кьихон,V,,Verb_Transitive
спрашивать,рацӏцӏинну,,,,,,,рацӏцӏин,рацӏцӏон,V,,Verb_Transitive
тереть,чӏчӏанну,,,,,,,чӏчӏан,чӏчӏанно,V,,Verb_Transitive
закрывать,рокъинну,,,,,,,рокъон,рокъон,V,,Verb_Transitive
махать,хьваъунну,,,,,,,хьваъун,хьваъон,V,,Verb_Transitive
начинаться,байбихьунну,,,,,,,байбихьун,байбихьон,V,,Verb_Transitive
открываться,архинну,,,,,,,архон,архон,V,,Verb_Transitive
надевать,бикьинну,,,,,,,бикьин,бикьон,V,,Verb_Transitive
топтать,берхьунну,,,,,,,берхьун,берхьон,V,,Verb_Transitive
находить,бисонну,,,,,,,бисон,бисонно,V,,Verb_Transitive
обманывать,гуккунну,,,,,,,гуккун,гуккон,V,,Verb_Transitive
мерить,басинну,,,,,,,басон,басон,V,,Verb_Transitive
открывать,архинну,,,,,,,архон,архон,V,,Verb_Transitive
взвешивать,басинну,,,,,,,басон,басон,V,,Verb_Transitive
торчать (о чем-то остром),цӏцӏутӏунну,,,,,,,цӏцӏутӏун,цӏцӏутӏунно,V,,Verb_Transitive
выращивать,бижунну,,,,,,,бижун,бижонно,V,,Verb_Transitive
горбиться,къуллонну,,,,,,,къуллон,къуллонно,V,,Verb_Transitive
морщиниться,бекъиркъанну,,,,,,,бекъиркъан,бекъиркъанно,V,,Verb_Transitive
морщиться,бекъиркъанну,,,,,,,бекъиркъан,бекъиркъанно,V,,Verb_Transitive
разбрасывать,гьуршунну,,,,,,,гьуршун,,V,,Verb_Transitive
сосать,боххинну,,,,,,"роххонний, воххинну",боххон,боххон,V,,Verb_Transitive_class_prefix
собирать,бакӏарунну,,,,,,"бакӏарун, ракӏарун, вакӏарун, йакӏарун",бакӏарун,бакӏарон,V,,Verb_Transitive_class_prefix
шить,бахинну,,,,,,"бахон, рахон",бахон,бахон,V,,Verb_Transitive_class_prefix
приоткрывать,бучӏонну,,,,,,ручӏонний,бучӏон,бучӏонно,V,,Verb_Transitive_class_prefix
собираться,бакӏарунну,,,,,,"бакӏарун, ракӏарун, вакӏарун, йакӏарун",бакӏарун,бакӏарон,V,,Verb_Transitive_class_prefix
спасать,борчӏонну,,,,,,"ворчӏонну, йорчӏонну, борчӏонну",ворчӏон,ворчӏонно,V,,Verb_Transitive_class_prefix
радовать,бергьонну,,,,,,"вергьанний, йергьанний, бергьанний",вергьан,вергьанно,V,,Verb_Transitive_class_prefix
варить,билъонну,,,,,,"билъонну, рилъонну, волъонну, болъонний",билъон,билъон,V,,Verb_Transitive_class_prefix_i_o
вариться,билъонну,,,,,,"билъонну, рилъонну, волъонну, болъонний",билъон,билъон,V,,Verb_Transitive_class_prefix_i_o
жениться,йошикӏва йичинно,,,,,,,йошикӏва йичон,йошикӏва йичом,V,,
лаять,бахери,,,,,,,бахо,бахоб,V,,Verb_ӏntransitive
гореть,лапешери,,,,,,,лапешо,,V,,Verb_ӏntransitive
гореть,цӏатери,,,,,,,цӏато,цӏатоб,V,,Verb_ӏntransitive
дрожать,чӏирчӏишери,,,,,,,чӏирчӏишо,чӏирчӏишоб,V,,Verb_ӏntransitive
всхлипывать,лълъимкъишери,,,,,,,лълъимкъишо,лълъимкъишоб,V,,Verb_ӏntransitive
зевать,гьаъакьери,,,,,,,гьаъакьо,гьаъакьиб,V,,Verb_ӏntransitive
качаться,гьанкӏери,,,,,,,гьанкӏишо,гьанкӏишоб,V,,Verb_ӏntransitive
видеть,гьаъери,,,,,,,гьаъо,гьаъоб,V,,Verb_ӏntransitive
двигаться,велӏери,,,,,,,велӏо,велӏиб,V,,Verb_ӏntransitive
проголодаться,чолтери,,,,,,,чолто,чолтоб,V,,Verb_ӏntransitive
складывать,ролъери,,,,,,,ролъо,ролъиб,V,,Verb_ӏntransitive
